product_id,product_name,tags,category_name,description
157,Party Glasses,"[""eyewear"", ""party glasses""]",Sunglasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations."
158,Sunglasses,"[""eyewear"", ""sunglasses""]",Sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.
159,iPad Mini 2021 Starlight,"[""electronics"", ""tablets""]",Tablets,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience."
160,Samsung Galaxy Tab S8 Plus Grey,"[""electronics"", ""tablets""]",Tablets,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment."
161,Samsung Galaxy Tab White,"[""electronics"", ""tablets""]",Tablets,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks."
162,Blue Frock,"[""clothing"", ""dresses""]",Tops,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe."
163,Girl Summer Dress,"[""clothing"", ""girls' dresses""]",Tops,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer."
164,Gray Dress,"[""clothing"", ""dresses""]",Tops,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual."
165,Short Frock,"[""clothing"", ""dresses""]",Tops,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look."
166,Tartan Dress,"[""clothing"", ""dresses""]",Tops,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm."
167,300 Touring,"[""sedans"", ""vehicles""]",Vehicle,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance."
168,Charger SXT RWD,"[""sedans"", ""sports cars"", ""vehicles""]",Vehicle,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality."
169,Dodge Hornet GT Plus,"[""hatchbacks"", ""compact cars"", ""vehicles""]",Vehicle,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness."
170,Durango SXT RWD,"[""suvs"", ""vehicles""]",Vehicle,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features."
171,Pacifica Touring,"[""minivans"", ""vehicles""]",Vehicle,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys."
172,"Blue Women's Handbag","[""fashion accessories"", ""handbags""]",Womens bags,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality."
173,"Heshe Women's Leather Bag","[""fashion accessories"", ""leather bags""]",Womens bags,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory."
174,Prada Women Bag,"[""fashion accessories"", ""designer bags""]",Womens bags,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts."
175,White Faux Leather Backpack,"[""fashion accessories"", ""backpacks""]",Womens bags,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles."
176,Women Handbag Black,"[""fashion accessories"", ""handbags""]",Womens bags,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe."
177,"Black Women's Gown","[""clothing"", ""gowns""]",Womens dresses,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style."
178,Corset Leather With Skirt,"[""clothing"", ""corsets"", ""skirts""]",Womens dresses,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event."
179,Corset With Black Skirt,"[""clothing"", ""corsets"", ""skirts""]",Womens dresses,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.
180,Dress Pea,"[""clothing"", ""dresses""]",Womens dresses,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear."
181,Marni Red & Black Suit,"[""clothing"", ""suits""]",Womens dresses,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look."
182,Green Crystal Earring,"[""fashion accessories"", ""earrings""]",Womens jewellery,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions."
183,Green Oval Earring,"[""fashion accessories"", ""earrings""]",Womens jewellery,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece."
184,Tropical Earring,"[""fashion accessories"", ""earrings""]",Womens jewellery,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look."
185,Black & Brown Slipper,"[""footwear"", ""slippers""]",Womens shoes,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation."
186,Calvin Klein Heel Shoes,"[""footwear"", ""heel shoes""]",Womens shoes,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble."
187,Golden Shoes Woman,"[""footwear"", ""women's shoes""]",Womens shoes,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit."
188,Pampi Shoes,"[""footwear"", ""casual shoes""]",Womens shoes,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look."
189,Red Shoes,"[""footwear"", ""women's shoes""]",Womens shoes,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe."
190,IWC Ingenieur Automatic Steel,"[""watches"", ""luxury watches""]",Womens watches,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts."
191,Rolex Cellini Moonphase,"[""watches"", ""luxury watches""]",Womens watches,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for."
192,Rolex Datejust Women,"[""watches"", ""luxury watches"", ""women's watches""]",Womens watches,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality."
193,Watch Gold for Women,"[""watches"", ""women's watches""]",Womens watches,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit."
194,"Women's Wrist Watch","[""watches"", ""women's watches""]",Womens watches,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles."
